8475,1,1,,,,
6369,0,1,,,,
1191,0,1,,,,
8785,1,1,,,,
8905,1,1,,,,
2476,0,0,,,,
145,0,1,,,,
4164,1,0,,,,
4176,1,0,,,,
2784,0,0,,,,
994,0,0,,,,
3801,1,1,,,,
4493,1,1,,,,
1540,0,0,,,,
5145,1,1,,,,
5807,1,1,,,,
980,0,0,,,,
5799,1,1,,,,
4052,0,0,,,,
4684,1,0,,,,
7501,1,1,,,,
1993,0,1,,,,
4758,1,0,,,,
5986,1,0,,,,
8950,1,0,,,,
7395,0,1,,,,
7984,1,0,,,,
5492,0,0,,,,
1657,0,1,,,,
8824,1,0,,,,
1323,0,1,,,,
924,0,0,,,,
6228,1,0,,,,
4462,0,0,,,,
7719,1,1,,,,
4268,0,0,,,,
1252,0,0,,,,
110,0,0,,,,
7145,1,1,,,,
477,0,1,,,,
6699,1,1,,,,
6540,0,0,,,,
6216,0,0,,,,
2789,0,1,,,,
824,0,0,,,,
7558,1,0,,,,
1283,0,1,,,,
1014,0,0,,,,
1029,1,1,,,,
4341,1,1,,,,
2238,0,0,,,,
9640,1,0,,,,
3441,0,1,,,,
3837,1,1,,,,
1978,0,0,,,,
3238,1,0,,,,
8290,1,0,,,,
7267,0,1,,,,
9417,1,1,,,,
3257,0,1,,,,
1544,0,0,,,,
1429,0,1,,,,
7514,1,0,,,,
6757,0,1,,,,
5747,0,1,,,,
2876,0,0,,,,
7457,1,1,,,,
2244,0,0,,,,
5241,1,1,,,,
6350,1,0,,,,
3503,0,1,,,,
2995,0,1,,,,
3767,1,1,,,,
787,0,1,,,,
7305,1,1,,,,
5080,0,0,,,,
7602,1,0,,,,
9872,1,0,,,,
5540,0,0,,,,
9351,1,1,,,,
1208,0,0,,,,
5071,1,1,,,,
606,0,0,,,,
9967,1,1,,,,
8217,0,1,,,,
9839,1,1,,,,
8951,0,1,,,,
1908,0,0,,,,
9101,1,1,,,,
3724,0,0,,,,
130,0,0,,,,
9865,1,1,,,,
7985,0,1,,,,
5403,0,1,,,,
4645,0,1,,,,
8082,1,0,,,,
7501,0,1,,,,
1403,0,1,,,,
1232,0,0,,,,
8783,1,1,,,,
3877,0,1,,,,
6484,1,0,,,,
693,0,1,,,,
8794,1,0,,,,
8409,0,1,,,,
3360,0,0,,,,
5823,1,1,,,,
6146,1,0,,,,
4193,0,1,,,,
6738,1,0,,,,
5675,0,1,,,,
7411,1,1,,,,
1127,0,1,,,,
1443,1,1,,,,
5980,1,0,,,,
2824,0,0,,,,
3105,1,1,,,,
6939,1,1,,,,
3915,0,1,,,,
2504,0,0,,,,
5972,1,0,,,,
7903,1,1,,,,
4823,0,1,,,,
3350,0,0,,,,
1535,0,1,,,,
8264,1,0,,,,
671,0,1,,,,
1530,1,0,,,,
6206,1,0,,,,
4977,0,1,,,,
2998,0,0,,,,
4905,1,1,,,,
2254,0,0,,,,
4642,1,0,,,,
5000,1,0,,,,
9501,1,1,,,,
3967,0,1,,,,
9390,1,0,,,,
219,0,1,,,,
9618,1,0,,,,
1654,0,0,,,,
7996,1,0,,,,
8537,1,1,,,,
395,0,1,,,,
1885,1,1,,,,
4041,1,1,,,,
5428,1,0,,,,
1542,0,0,,,,
8598,1,0,,,,
893,0,1,,,,
8261,1,1,,,,
9453,1,1,,,,
1998,0,0,,,,
8083,1,1,,,,
4376,0,0,,,,
5661,1,1,,,,
4084,0,0,,,,
537,0,1,,,,
4375,1,1,,,,
9200,1,0,,,,
2792,0,0,,,,
5320,1,0,,,,
5530,1,0,,,,
5670,1,0,,,,
7874,1,0,,,,
2066,0,0,,,,
2697,1,1,,,,
6441,1,1,,,,
2371,0,1,,,,
8080,1,0,,,,
5390,0,0,,,,
166,0,0,,,,
7562,1,0,,,,
3421,0,1,,,,
3446,1,0,,,,
3291,0,1,,,,
367,0,1,,,,
8135,1,1,,,,
6484,0,0,,,,
8072,1,0,,,,
600,0,0,,,,
9369,1,1,,,,
3612,0,0,,,,
7788,1,0,,,,
9221,1,1,,,,
5682,0,0,,,,
8502,1,0,,,,
756,0,0,,,,
176,0,0,,,,
5175,1,1,,,,
4679,0,1,,,,
8515,1,1,,,,
8407,0,1,,,,
4279,0,1,,,,
6299,1,1,,,,
4727,0,1,,,,
5265,1,1,,,,
7581,1,1,,,,
1216,0,0,,,,
4899,1,1,,,,
7611,1,1,,,,
6592,0,0,,,,
6267,0,1,,,,
9419,1,1,,,,
6529,0,1,,,,
824,0,0,,,,
1742,1,0,,,,
7132,1,0,,,,
3321,0,1,,,,
886,0,0,,,,
4146,1,0,,,,
5944,1,0,,,,
7727,1,1,,,,
2591,0,1,,,,
486,0,0,,,,
6720,1,0,,,,
3105,0,1,,,,
3688,1,0,,,,
6766,1,0,,,,
8611,1,1,,,,
2170,0,0,,,,
5814,1,0,,,,
8232,1,0,,,,
7828,0,0,,,,
5485,0,1,,,,
4866,0,0,,,,
